State,Area Name,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
CA,Sonoma County,38619.0,65278.0,120203.0,132345.0,10.83449059462189,18.31362482290395,33.7227342226711,37.12915035980306,37609.0,7.8,225417.0,19895.0,8.1,87366.0,105.25897278346044
CA,Stanislaus County,69960.0,104577.0,111856.0,62589.0,20.04687920866979,29.96630198692196,32.05208291545122,17.93473588895703,70568.0,13.0,214903.0,26753.0,11.1,64501.0,77.71111191431429
CA,Sutter County,13202.0,15907.0,22792.0,12971.0,20.35084474041189,24.52059440128253,35.13380194845234,19.99475890985325,10984.0,11.5,40238.0,5202.0,11.4,65791.0,79.26531005650534
CA,Tehama County,6389.0,13014.0,17864.0,7627.0,14.23130039648951,28.98828351227336,39.79150888760191,16.98890720363523,8467.0,13.3,23282.0,2348.0,9.2,61571.0,74.18103396344623
CA,Trinity County,764.0,4800.0,4605.0,2324.0,6.115424637797166,38.42151604898743,36.86064195949732,18.60241735371808,2162.0,18.0,4157.0,375.0,8.3,45113.0,54.352357200515655
CA,Tulare County,76249.0,73748.0,86136.0,42332.0,27.38189718636094,26.4837591797892,30.93243316036127,15.20191047348859,79348.0,17.1,174781.0,27426.0,13.6,62058.0,74.76777388224238
CA,Tuolumne County,3344.0,10658.0,17887.0,10396.0,7.908241693271846,25.20515549249143,42.30105238264159,24.58555043159513,6158.0,12.1,17998.0,2155.0,10.7,63336.0,76.30751436729678
CA,Ventura County,82625.0,113615.0,182934.0,195611.0,14.37494019502945,19.76652139495637,31.82650904251155,34.03202936750263,75060.0,9.1,373303.0,36105.0,8.8,90961.0,109.59024590065181
CA,Yolo County,15832.0,22654.0,34203.0,54999.0,12.39897249545768,17.74168285195163,26.78638556481424,43.07295908777646,31066.0,14.8,96435.0,8203.0,7.8,80668.0,97.18919049168082
CA,Yuba County,9568.0,11785.0,20436.0,9018.0,18.83205070167497,23.19562265042218,40.22280394433838,17.74952270356447,12816.0,16.3,27370.0,3295.0,10.7,56278.0,67.80400236141733
CO,Adams County,50604.0,94610.0,100759.0,88360.0,15.1358077126697,28.29813389644456,30.13731818276987,26.42874020811586,48180.0,9.4,249734.0,20615.0,7.6,73615.0,94.75723406446298
CO,Alamosa County,1281.0,2790.0,3227.0,2516.0,13.0527817403709,28.42877521907479,32.88159771754636,25.63684532300795,2563.0,16.7,7809.0,503.0,6.1,50390.0,64.86201215116878
CO,Arapahoe County,35396.0,87772.0,124579.0,198573.0,7.930632729879907,19.66571070084245,27.9124843161857,44.49117225309195,45760.0,7.0,333136.0,26841.0,7.5,82381.0,106.04082998661313
CO,Archuleta County,608.0,2228.0,3288.0,4071.0,5.963707699852868,21.85384992643453,32.25110348209907,39.93133889161354,1319.0,9.4,6537.0,505.0,7.2,63961.0,82.33060446915869
CO,Baca County,368.0,735.0,837.0,605.0,14.45972495088409,28.88015717092338,32.88801571709234,23.7721021611002,585.0,16.9,2036.0,47.0,2.3,42531.0,54.74590670373804
CO,Bent County,586.0,2203.0,1103.0,645.0,12.91602380427595,48.55631474542649,24.31121886709279,14.21644258320476,1033.0,26.6,1700.0,73.0,4.1,50688.0,65.24559777571825
CO,Boulder County,9902.0,24354.0,47235.0,137939.0,4.512600829421683,11.09875586747482,21.52622704279269,62.8624162603108,30205.0,9.5,179615.0,11127.0,5.8,88289.0,113.64560807331891
CO,Broomfield County,1738.0,6603.0,13147.0,29398.0,3.415477734543882,12.97606414337932,25.83618284007389,57.77227528200291,2983.0,4.2,37908.0,2501.0,6.2,106263.0,136.7817423540315
CO,Chaffee County,855.0,3939.0,4473.0,6025.0,5.591158775830499,25.75856657075595,29.25058854302903,39.39968611038451,1844.0,9.6,9062.0,580.0,6.0,64220.0,82.66398929049531
CO,Cheyenne County,80.0,344.0,469.0,255.0,6.968641114982578,29.96515679442508,40.85365853658536,22.21254355400697,214.0,12.3,1058.0,25.0,2.3,56383.0,72.57620224487694
CO,Clear Creek County,201.0,1517.0,1801.0,4060.0,2.652064916215859,20.01583322338039,23.76302942340678,53.56907243699697,695.0,7.3,5475.0,489.0,8.2,79422.0,102.23200494284832
CO,Conejos County,525.0,1633.0,1604.0,1219.0,10.54005219835375,32.78458140935555,32.20236900220839,24.47299739008231,1422.0,17.6,3790.0,216.0,5.4,39822.0,51.25888168056842
CO,Costilla County,342.0,762.0,865.0,634.0,13.13868613138686,29.27391471379178,33.23088743757203,24.35651171724933,854.0,21.8,1687.0,125.0,6.9,35639.0,45.87452373596952
CO,Crowley County,462.0,2166.0,1193.0,389.0,10.97387173396675,51.44893111638955,28.33729216152019,9.239904988123515,1118.0,37.2,1364.0,76.0,5.3,36836.0,47.41530223457934
CO,Custer County,63.0,661.0,1532.0,1422.0,1.712887438825449,17.97172376291463,41.65307232191409,38.66231647634584,611.0,12.2,1986.0,99.0,4.7,60485.0,77.856296982803
CO,Delta County,2376.0,8368.0,6938.0,5255.0,10.35880891136592,36.48253912891834,30.2480708026333,22.91058115708244,3690.0,12.1,13273.0,886.0,6.3,53553.0,68.93342601173926
CO,Denver County,51244.0,82175.0,110652.0,270034.0,9.96761361978584,15.98408885344434,21.52322969043289,52.52506783633694,89598.0,12.4,387275.0,32569.0,7.8,75355.0,96.99696220780558
CO,Dolores County,70.0,831.0,541.0,519.0,3.569607343192248,42.3763386027537,27.58796532381438,26.46608873023967,262.0,12.5,1061.0,74.0,6.5,50821.0,65.4167953866749
CO,Douglas County,5012.0,28669.0,62473.0,139774.0,2.124376928554474,12.15158862025703,26.47968871859212,59.24434573259638,10942.0,3.0,185505.0,10594.0,5.4,122290.0,157.41169807434866
CO,Eagle County,3299.0,6210.0,10012.0,20252.0,8.294571694365525,15.61360722097906,25.17285595755915,50.91896512709627,3517.0,6.4,32204.0,3179.0,9.0,94309.0,121.39455256925136
CO,Elbert County,677.0,4341.0,6982.0,6546.0,3.650382831877494,23.40666450986735,37.64693195298177,35.29602070527337,1304.0,4.8,14339.0,661.0,4.4,107139.0,137.9093296261971
CO,El Paso County,26185.0,92459.0,166744.0,186376.0,5.550444713882365,19.59857047167652,35.34479103958759,39.50619377485353,64656.0,9.1,318462.0,23535.0,6.9,72459.0,93.26923076923077
CO,Fremont County,3916.0,15356.0,11607.0,7059.0,10.32210448626707,40.47656703041805,30.59465443618535,18.60667404712953,6083.0,15.2,14104.0,1119.0,7.4,52414.0,67.46730511790753
CO,Garfield County,4258.0,10536.0,12662.0,13481.0,10.40134841341574,25.73710823948995,30.93045411241664,32.93108923467767,3965.0,6.7,29376.0,2029.0,6.5,79958.0,102.92194418700443
CO,Gilpin County,293.0,664.0,1436.0,2283.0,6.266039349871686,14.20017108639863,30.71000855431993,48.82378100940975,408.0,6.6,3501.0,429.0,10.9,79622.0,102.48944495932449
CO,Grand County,659.0,3591.0,3144.0,4475.0,5.552279046254951,30.2552868817929,26.48917347712528,37.70326059482686,1071.0,6.8,8505.0,740.0,8.0,74484.0,95.87581093605189
CO,Gunnison County,223.0,1826.0,2677.0,6196.0,2.041750595129097,16.7185497161692,24.51016297381432,56.72953671488739,1595.0,9.6,10587.0,709.0,6.3,68214.0,87.80506641952425
CO,Hinsdale County,27.0,120.0,249.0,348.0,3.629032258064516,16.12903225806452,33.46774193548387,46.7741935483871,58.0,7.2,406.0,17.0,4.0,63034.0,81.13736999279168
CO,Huerfano County,404.0,1335.0,2079.0,1295.0,7.901427733229024,26.10991590064542,40.66106004302758,25.32759632309799,1337.0,19.9,2362.0,235.0,9.0,49502.0,63.71897847801462
CO,Jackson County,150.0,253.0,382.0,294.0,13.9017608897127,23.44763670064875,35.40315106580167,27.24745134383689,161.0,11.6,898.0,37.0,4.0,55430.0,71.34950056636804
CO,Jefferson County,20549.0,82874.0,116802.0,202518.0,4.860872918061328,19.60387280215166,27.62955270696381,47.9057015728232,34963.0,6.1,305440.0,22110.0,6.8,90097.0,115.9728658222634
CO,Kiowa County,27.0,252.0,463.0,189.0,2.900107411385607,27.06766917293233,49.73147153598281,20.30075187969925,173.0,12.0,931.0,22.0,2.3,49179.0,63.30321285140562
CO,Kit Carson County,517.0,1392.0,2007.0,871.0,10.80008355964069,29.07875496135366,41.92604971798622,18.19511176101943,764.0,10.8,4098.0,113.0,2.7,54642.0,70.33518690145196
CO,Lake County,629.0,1288.0,1519.0,1931.0,11.71976895844979,23.99850940935346,28.30258990124837,35.97913173094839,831.0,10.6,4434.0,369.0,7.7,61518.0,79.18597466790239
CO,La Plata County,1363.0,8171.0,11691.0,18796.0,3.40571200119937,20.41678118987532,29.2121636141026,46.96534319482272,5447.0,10.0,28897.0,2027.0,6.6,66080.0,85.05818144372361
CO,Larimer County,8680.0,41169.0,69681.0,116607.0,3.675832249922714,17.43437072546869,29.50871739710422,49.38107962750437,34579.0,9.9,189216.0,12057.0,6.0,80344.0,103.41880341880344
CO,Las Animas County,1259.0,2830.0,4569.0,1997.0,11.8160488033787,26.56030032848428,42.88127639605819,18.74237447207884,2245.0,16.4,5947.0,451.0,7.0,46281.0,59.57290701266606
