,County,State,Total Population,Land Area (m^2),Population Density (per m^2),Median Gross Rent,Income per capita,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
2218,Grant,New Mexico,27391.0,3961.63,6.91407324762787,690.0,25491.0,2601.0,5552.0,6753.0,5428.0,12.79138388905282,27.30402281892397,33.21038654470345,26.69420674731976,5266.0,20.0,1395.0,98.0,6.6,38903.0,74.40566127952567
2219,Guadalupe,New Mexico,4336.0,3030.48,1.4307964414878171,394.0,19418.0,564.0,1712.0,891.0,293.0,16.30057803468208,49.47976878612717,25.7514450867052,8.468208092485549,843.0,22.8,265.0,11.0,4.0,39913.0,76.33738165821937
2220,Harding,New Mexico,432.0,2125.44,0.2032520325203252,717.0,50027.0,54.0,116.0,132.0,101.0,13.39950372208437,28.78411910669975,32.75434243176178,25.06203473945409,96.0,15.1,1805.0,108.0,5.6,41858.0,80.0573778330305
2221,Hidalgo,New Mexico,4234.0,3436.86,1.2319384554506148,544.0,22472.0,493.0,1118.0,798.0,528.0,16.78583588695948,38.06605379639088,27.170582226762,17.97752808988764,796.0,19.8,25974.0,3107.0,10.7,66780.0,127.72305632590609
2222,Lea,New Mexico,70359.0,4390.93,16.02371251648284,911.0,26551.0,10313.0,14128.0,12514.0,6440.0,23.76541076160848,32.55674616891347,28.837423666321,14.84041940315705,8713.0,12.6,7925.0,754.0,8.7,49115.0,93.93707564310988
2223,Lincoln,New Mexico,19640.0,4831.09,4.06533515210853,709.0,27892.0,1519.0,4662.0,5434.0,3754.0,9.883531784761534,30.33378879562757,35.35688724054916,24.42579217906175,3340.0,16.9,9432.0,356.0,3.6,111724.0,213.6827005833413
2224,Luna,New Mexico,24022.0,2965.19,8.10133583345418,545.0,18433.0,4742.0,5783.0,3759.0,1954.0,29.203103830521,35.61399187092007,23.14940263579258,12.03350166276635,5187.0,22.3,21250.0,2363.0,10.0,35659.0,68.20120493449365
2225,McKinley,New Mexico,71956.0,5449.81,13.20339608169826,657.0,16378.0,9492.0,16513.0,13908.0,5551.0,20.87805736406827,36.3210452225937,30.59123702269928,12.20966039063875,22414.0,32.0,1873.0,159.0,7.8,40618.0,77.68576073443626
2226,Mora,New Mexico,4500.0,1931.27,2.3300729571732592,527.0,20662.0,276.0,1320.0,1219.0,582.0,8.124816014130115,38.85781571975272,35.88460406240801,17.13276420370915,884.0,19.8,23181.0,2045.0,8.1,46735.0,89.38510088935642
2227,Otero,New Mexico,66804.0,6613.21,10.101599677010105,811.0,24777.0,6138.0,13082.0,16643.0,9036.0,13.67068308871022,29.13650638098844,37.06764070469276,20.12516982560859,10168.0,15.5,2816.0,219.0,7.2,38389.0,73.42258774026968
2228,Quay,New Mexico,8265.0,2874.35,2.8754327065249536,588.0,21594.0,974.0,2498.0,1745.0,959.0,15.77072538860104,40.44689119170985,28.25453367875648,15.52784974093264,1794.0,22.0,15191.0,1292.0,7.8,47400.0,90.6569761881993
2229,Sandoval,New Mexico,144954.0,3710.65,39.064314877447345,1114.0,30273.0,8793.0,25447.0,36189.0,31571.0,8.620588235294118,24.94803921568628,35.47941176470588,30.95196078431373,15305.0,10.4,45217.0,4803.0,9.6,44261.0,84.65334225877402
2230,Socorro,New Mexico,16723.0,6646.68,2.51599294685467,695.0,20015.0,1747.0,4382.0,2728.0,1969.0,16.13707740624423,40.4766303343802,25.19859597265842,18.18769628671716,4000.0,25.1,13068.0,1637.0,11.1,43230.0,82.68145739695898
2231,Okfuskee,Oklahoma,11987.0,618.57,19.37856669414941,576.0,19724.0,1444.0,3151.0,2484.0,845.0,18.2231196365472,39.76527006562342,31.34780413932357,10.66380615850581,2333.0,21.7,358408.0,24885.0,6.5,55332.0,101.50425594364545
2232,Okmulgee,Oklahoma,38553.0,697.35,55.28500752850075,668.0,24305.0,3299.0,8575.0,9002.0,3715.0,13.41547720710829,34.87048107031028,36.60688869911756,15.10715302346387,5361.0,14.6,18796.0,1334.0,6.6,50490.0,92.62180804226593
2233,Osage,Oklahoma,47074.0,2246.36,20.955679410245907,727.0,26852.0,3483.0,11954.0,10984.0,6197.0,10.67815316696303,36.64847630142866,33.67465816420381,18.9987123674045,5864.0,13.0,13408.0,818.0,5.8,40249.0,73.83511887290872
2234,Pawnee,Oklahoma,16402.0,567.96,28.878794281287412,748.0,25174.0,1209.0,4553.0,3155.0,1872.0,11.20585781814811,42.20038928538326,29.24274724256187,17.35100565390676,2539.0,15.7,35533.0,2007.0,5.3,39681.0,72.79314646316408
2235,Payne,Oklahoma,81912.0,684.7,119.63195560099312,811.0,24675.0,3521.0,12141.0,11796.0,17013.0,7.917519282228868,27.30093768973039,26.52515122214477,38.25639180589598,14878.0,20.1,15332.0,1278.0,7.7,50416.0,92.48605811564428
2236,Pontotoc,Oklahoma,38385.0,720.44,53.27994003664427,730.0,27038.0,2616.0,7932.0,6913.0,7245.0,10.58852100704282,32.10556140208856,27.9810572330608,29.32486035780782,5279.0,14.4,30179.0,1993.0,6.2,50118.0,91.9393894922219
2237,Pottawatomie,Oklahoma,72511.0,787.67,92.05758756839793,727.0,25019.0,5457.0,16689.0,16148.0,9809.0,11.34440679375507,34.69430181069787,33.56963183169449,20.39165956385257,11168.0,16.0,4143.0,300.0,6.8,38912.0,71.3824479013795
2238,Rogers,Oklahoma,92052.0,675.63,136.2461702411083,869.0,33030.0,5242.0,21200.0,21830.0,16125.0,8.14013075143252,32.92078823547681,33.89909467832353,25.03998633476715,7784.0,8.5,8479.0,691.0,7.5,42418.0,77.81405928969768
2239,Sequoyah,Oklahoma,41687.0,673.27,61.917210034607216,691.0,21102.0,4699.0,10609.0,7773.0,3836.0,17.45736894899134,39.4137533900509,28.87766095775904,14.25121670319872,6936.0,16.9,16974.0,1456.0,7.9,52905.0,97.05202524214852
2240,Stephens,Oklahoma,43401.0,870.24,49.87244897959184,700.0,26670.0,3603.0,12610.0,8112.0,5381.0,12.12886285598869,42.44933683430956,27.30761462330842,18.11418568639332,7502.0,17.7,10982.0,264.0,2.3,61334.0,112.51467566774288
2241,Tillman,Oklahoma,7347.0,871.13,8.433873245095452,625.0,20984.0,1002.0,1606.0,1321.0,840.0,21.0106940658419,33.6758230236947,27.69972740616481,17.6137555042986,1519.0,21.9,301019.0,21412.0,6.6,58863.0,107.9817287936601
2242,Tulsa,Oklahoma,650291.0,570.25,1140.3612450679527,882.0,36303.0,44514.0,110919.0,138882.0,143193.0,10.17444252447955,25.35245069804438,31.74387668339779,32.72923009407828,82694.0,12.8,36111.0,2252.0,5.9,66375.0,121.7621808042266
2243,Washington,Oklahoma,51995.0,415.45,125.15344806835961,729.0,31113.0,3381.0,11805.0,9996.0,10443.0,9.490526315789474,33.13684210526316,28.05894736842105,29.31368421052631,7596.0,14.8,4735.0,347.0,6.8,51270.0,94.05268564719694
2244,Washita,Oklahoma,11066.0,1003.17,11.031031629733745,691.0,28518.0,778.0,3072.0,2173.0,1428.0,10.4415514696014,41.22936518588109,29.1638706213931,19.16521272312441,1557.0,14.7,4421.0,159.0,3.5,52504.0,96.31640739653656
2245,Woodward,Oklahoma,20352.0,1242.4,16.381197681905988,792.0,28080.0,1686.0,5640.0,3876.0,2730.0,12.10163652024117,40.4823428079242,27.82084409991387,19.59517657192076,2470.0,13.3,6747.0,522.0,7.2,44872.0,66.15166882887132
2246,Baker,Oregon,16090.0,3068.36,5.243843616785514,694.0,29615.0,1130.0,3599.0,4564.0,2968.0,9.216214011907676,29.35323383084577,37.22371747818286,24.2068346790637,2308.0,14.5,44036.0,2617.0,5.6,66378.0,97.85646892322208
2247,Clackamas,Oregon,415084.0,1870.32,221.93207579451646,1356.0,42638.0,16842.0,64399.0,100525.0,115606.0,5.663613252088293,21.65604024588731,33.80446040649422,38.87588609553018,28451.0,6.8,17441.0,1828.0,9.5,63238.0,93.22738530487086
2248,Clatsop,Oregon,39656.0,829.05,47.83306193836319,957.0,31631.0,2361.0,8241.0,11680.0,7729.0,7.867115391023291,27.45993135850188,38.91906301022958,25.75389024024524,4200.0,10.5,22221.0,1909.0,7.9,73023.0,107.65273027479655
2249,Columbia,Oregon,52117.0,657.36,79.28228063770233,985.0,32438.0,3606.0,12418.0,14970.0,6786.0,9.544732662784543,32.86924298570673,39.62413975648491,17.96188459502382,4825.0,9.2,24285.0,2295.0,8.6,50848.0,74.96167000825568
2250,Coos,Oregon,64175.0,1596.17,40.20561719616332,845.0,30720.0,4854.0,14537.0,19301.0,9645.0,10.0419968140348,30.07427022777582,39.93007427022778,19.9536586879616,9796.0,15.4,9454.0,915.0,8.8,68598.0,101.1292605260054
2251,Crook,Oregon,23733.0,2979.09,7.966526691036524,913.0,29923.0,1655.0,5715.0,7022.0,3678.0,9.158826784726063,31.62700608743774,38.85998893193138,20.35417819590482,2564.0,10.3,8183.0,778.0,8.7,48377.0,71.31884656209458
2252,Curry,Oregon,22889.0,1627.46,14.064247354773697,896.0,32125.0,1533.0,5208.0,7647.0,4565.0,8.0884292724107,27.47849944599799,40.3471745897747,24.0858966918166,3353.0,14.5,90396.0,7808.0,8.0,66467.0,97.98767543342376
2253,Deschutes,Oregon,191749.0,3018.19,63.53112295779921,1306.0,37615.0,8105.0,28930.0,50656.0,55259.0,5.669814620496677,20.23784540048968,35.43616649178034,38.6561734872333,16321.0,8.1,43658.0,3665.0,7.7,52355.0,77.18333529897393
2254,Douglas,Oregon,110015.0,5036.08,21.84536385442646,870.0,27484.0,7716.0,26143.0,32440.0,15307.0,9.45518711859422,32.03563463470823,39.7519790211504,18.75719922554714,14607.0,13.3,930.0,62.0,6.3,63088.0,93.00625073711522
2255,Gilliam,Oregon,1896.0,1204.81,1.5736921174293044,958.0,26911.0,97.0,478.0,575.0,328.0,6.562922868741543,32.34100135317997,38.90392422192151,22.19215155615697,209.0,10.7,2933.0,268.0,8.4,50819.0,74.91891732515626
2256,Grant,Oregon,7174.0,4528.54,1.5841750321295605,672.0,29449.0,526.0,1977.0,2087.0,969.0,9.462133477244109,35.56395035078251,37.54272351142291,17.43119266055046,987.0,13.9,3420.0,215.0,5.9,48790.0,71.92770373864843
2257,Harney,Oregon,7310.0,10133.17,0.7213932066668179,705.0,26279.0,503.0,1987.0,2076.0,831.0,9.31999258847508,36.81675004632203,38.46581434130073,15.39744302390217,906.0,12.6,13215.0,885.0,6.3,81718.0,120.47116405236468
2258,Jackson,Oregon,218781.0,2783.55,78.59783370156813,1057.0,32044.0,14539.0,40224.0,56668.0,47806.0,9.130415669725,25.26046082254753,35.58720649095374,30.02191701677374,26011.0,11.9,9470.0,851.0,8.2,63683.0,93.88341785587924
2259,Jefferson,Oregon,24048.0,1780.79,13.504118958439793,819.0,26177.0,2031.0,4914.0,6278.0,3486.0,12.15512598001077,29.40930037704231,37.57256568316476,20.86300795978215,2993.0,12.5,33262.0,2855.0,7.9,47740.0,70.379761764359
2260,Josephine,Oregon,87097.0,1639.67,53.118615331133704,930.0,27026.0,5990.0,19899.0,27495.0,11783.0,9.191768840057083,30.53539368085073,42.19160004296653,18.08123743612565,13747.0,15.8,26952.0,2567.0,8.7,49675.0,73.23239768840665
2261,Klamath,Oregon,67606.0,5941.05,11.379469959013978,781.0,26508.0,5618.0,15812.0,16664.0,10204.0,11.63195163360802,32.73841566938589,34.50246387013955,21.12716882686654,13307.0,19.7,3450.0,206.0,5.6,48669.0,71.74932185399221
2262,Lake,Oregon,7896.0,8138.98,0.9701461362480311,727.0,26299.0,847.0,2056.0,2017.0,1154.0,13.94468225222259,33.84919328284492,33.2071122818571,18.9990121830754,1179.0,15.7,165033.0,14108.0,7.9,58818.0,86.71128670833824
2263,Lane,Oregon,377749.0,4553.12,82.96486804652633,1037.0,30911.0,18736.0,59763.0,99373.0,85523.0,7.113270942880464,22.68949676341616,37.72774729968298,32.46948499402038,54433.0,14.5,18505.0,2252.0,10.8,53883.0,79.43595942917797
2264,Lincoln,Oregon,49336.0,979.77,50.354675076803744,945.0,30336.0,2793.0,9263.0,15419.0,11003.0,7.25869327927647,24.07349654347939,40.07224907739487,28.59556109984926,7177.0,14.4,54551.0,4576.0,7.7,65516.0,96.58568227385304
2265,Linn,Oregon,127216.0,2290.13,55.54968495238261,1037.0,27820.0,8686.0,25556.0,36702.0,17529.0,9.817684491313734,28.88564872899077,41.48384252822895,19.81282425146655,14667.0,11.3,11918.0,660.0,5.2,46278.0,68.22443684396745
2266,Malheur,Oregon,30632.0,9887.53,3.098043697465393,692.0,19893.0,3755.0,6423.0,7244.0,2864.0,18.51030267179335,31.66223010943508,35.70935620625061,14.11811101252095,5396.0,19.5,151236.0,11324.0,7.0,64990.0,95.81023705625664
2267,Marion,Oregon,343742.0,1182.33,290.7327057589675,1045.0,28856.0,32694.0,58589.0,80981.0,55923.0,14.32772243817571,25.67587110571592,35.48887535223304,24.50753110387533,41191.0,12.1,5473.0,297.0,5.1,59956.0,88.38896096237764
2268,Multnomah,Oregon,809869.0,431.3,1877.739392534199,1309.0,41612.0,45545.0,101565.0,167740.0,281836.0,7.632992897436843,17.02151550396691,28.11193827239117,47.23355332620508,89646.0,11.2,37994.0,2650.0,6.5,66973.0,98.73363604198607
2269,Sherman,Oregon,1686.0,823.69,2.0468865714042903,843.0,34548.0,163.0,397.0,494.0,231.0,12.68482490272373,30.89494163424125,38.44357976653697,17.97665369649805,213.0,11.9,10910.0,952.0,8.0,57533.0,84.81690057789834
2270,Tillamook,Oregon,26782.0,1102.58,24.290300930544724,951.0,30044.0,1902.0,5995.0,7925.0,4559.0,9.332221186399098,29.41465090034837,38.88425494332957,22.36887296992297,2920.0,10.8,34480.0,2506.0,6.8,62560.0,92.2278570586154
2271,Union,Oregon,26502.0,2036.61,13.01280068348874,846.0,27748.0,1269.0,5787.0,6207.0,4232.0,7.253501000285796,33.07802229208345,35.47870820234353,24.18976850528722,3250.0,12.6,3216.0,246.0,7.1,51506.0,75.93171364547706
2272,Wallowa,Oregon,7065.0,3146.19,2.2455732171292895,738.0,34564.0,334.0,1574.0,2131.0,1538.0,5.988882911959835,28.22305899228976,38.21050744127667,27.57755065447373,821.0,11.6,12498.0,954.0,7.1,55519.0,81.84780044816605
2273,Washington,Oregon,595761.0,724.23,822.6129820637091,1440.0,41015.0,28950.0,71481.0,124532.0,188259.0,7.005919336337368,17.29844974372129,30.13682717764301,45.55880374229832,45009.0,7.5,664.0,30.0,4.3,43367.0,63.9329519990565
2274,Wheeler,Oregon,1417.0,1714.75,0.8263595276279341,715.0,23628.0,118.0,362.0,432.0,223.0,10.39647577092511,31.8942731277533,38.06167400881058,19.64757709251101,191.0,14.0,50468.0,3663.0,6.8,68266.0,100.63981601603962
2275,Bristol,Rhode Island,48645.0,24.16,2013.4519867549668,1076.0,48321.0,3000.0,7413.0,7628.0,17656.0,8.404067568703253,20.76645096226574,21.36874247135614,49.46073899767487,3747.0,8.2,84857.0,7957.0,8.6,82413.0,111.49095631704976
2276,Kent,Rhode Island,164122.0,168.53,973.8444193912063,1110.0,40969.0,9465.0,35915.0,38921.0,41293.0,7.536188034460245,28.59611127920124,30.98953771676991,32.87816296956861,12295.0,7.5,40912.0,3561.0,8.0,81218.0,109.87432189288276
2277,Providence,Rhode Island,636161.0,409.5,1553.5067155067154,989.0,32739.0,62521.0,138042.0,113141.0,138208.0,13.8347731416736,30.5462125369541,25.03606896917984,30.58294535219246,75510.0,12.4,63803.0,5285.0,7.6,83925.0,113.53643853407108
2278,Washington,Rhode Island,126139.0,329.24,383.12173490462885,1115.0,44325.0,4975.0,19646.0,23915.0,41501.0,5.525506180792341,21.81991847795906,26.5613025756078,46.09327276564079,9341.0,7.8,9107.0,629.0,6.5,47219.0,82.52761465324386
2279,Allegheny,Pennsylvania,1218380.0,730.08,1668.8308130615821,913.0,39541.0,44384.0,234448.0,233359.0,390990.0,4.914186635901332,25.95803056087318,25.83745672240669,43.2903260808188,123280.0,10.5,28603.0,3120.0,9.8,52958.0,81.60189836358593
2280,Armstrong,Pennsylvania,65356.0,653.2,100.0551132884262,686.0,28824.0,3708.0,23866.0,12130.0,9039.0,7.607246168680631,48.96292801017582,24.88562460250703,18.54420121863652,7391.0,11.7,75060.0,8628.0,10.3,56649.0,87.2892847237203
2281,Bedford,Pennsylvania,48154.0,1012.3,47.56890249925912,684.0,26950.0,3675.0,17339.0,8367.0,5503.0,10.53491572067423,49.70473569544777,23.98520811833505,15.77514046554294,5177.0,11.0,194595.0,20372.0,9.5,70057.0,107.9493975161022
2282,Berks,Pennsylvania,419062.0,856.51,489.26690873428214,951.0,32781.0,36218.0,106288.0,73049.0,75301.0,12.45221002833017,36.54316912836592,25.11517726985175,25.88944357345216,44744.0,10.9,54823.0,5219.0,8.7,52177.0,80.39847144750223
2283,Bradford,Pennsylvania,60721.0,1147.4,52.92051594910232,737.0,28154.0,4163.0,20203.0,9888.0,8309.0,9.780795526631112,47.46610906186124,23.23144515189249,19.52165025961516,6364.0,10.7,315041.0,28421.0,8.3,92441.0,142.44044500600944
2284,Bucks,Pennsylvania,627668.0,604.31,1038.6523473051911,1252.0,47266.0,25470.0,128121.0,110086.0,198250.0,5.513858250329597,27.73620074167563,23.83190417533507,42.91803683265971,36950.0,6.0,91640.0,7738.0,7.8,74721.0,115.13605966285556
2285,Cambria,Pennsylvania,131611.0,688.35,191.19779182102127,635.0,27173.0,7224.0,42381.0,24954.0,21464.0,7.523197567249514,44.13630067796257,25.98752382241755,22.35297793237037,15360.0,12.5,1807.0,258.0,12.5,46151.0,71.11313137538907
2286,Cameron,Pennsylvania,4512.0,396.23,11.387325543245085,656.0,24379.0,269.0,1846.0,1059.0,377.0,7.57533089270628,51.98535623767953,29.82258518727119,10.616727682343,574.0,13.5,28839.0,3127.0,9.8,60593.0,93.36651360596628
2287,Centre,Pennsylvania,162264.0,1109.92,146.1943203113738,1019.0,32238.0,5525.0,27689.0,19850.0,44952.0,5.636834802481228,28.24946947437153,20.25179562520405,45.86190009794319,18339.0,12.9,266873.0,18275.0,6.4,107491.0,165.63068199328177
2288,Worth,Georgia,20346.0,570.7,35.650954967583665,734.0,26533.0,2211.0,6417.0,4445.0,1589.0,15.07979811758287,43.76619833583413,30.31646432955941,10.8375392170236,3590.0,18.2,8335.0,478.0,5.4,47907.0,76.28503184713375
2289,Clearwater,Idaho,8735.0,2457.27,3.554757922409829,748.0,25357.0,520.0,2409.0,2698.0,1242.0,7.570243121269471,35.07060707526568,39.27791527150968,18.08123453195516,1129.0,14.0,2125.0,114.0,5.1,53278.0,85.10454770538153
2290,Elmore,Idaho,27043.0,3074.74,8.795215205188082,869.0,23772.0,1923.0,5346.0,7128.0,3497.0,10.74661897842852,29.87593606795574,39.83458142394098,19.54286352967475,3132.0,11.7,6922.0,260.0,3.6,65396.0,104.4614475344632
2291,Gem,Idaho,17771.0,560.9,31.68300944909966,664.0,26671.0,1603.0,4513.0,4224.0,2796.0,12.2031059683313,34.35596833130329,32.15590742996346,21.28501827040195,2036.0,11.0,7977.0,323.0,3.9,57728.0,92.21283325080267
2292,Jefferson,Idaho,29238.0,1093.5,26.737997256515776,853.0,25639.0,1437.0,4277.0,7384.0,4412.0,8.206739006282124,24.42604226156482,42.17018846373501,25.19703026841805,2586.0,8.5,11674.0,500.0,4.1,57342.0,91.59624938102009
2293,Kootenai,Idaho,161676.0,1244.13,129.95105013141713,1037.0,30912.0,7584.0,31689.0,47011.0,31062.0,6.462938660031019,27.00475516847613,40.06186832103352,26.47043785045933,14595.0,8.6,18787.0,958.0,4.9,59834.0,95.57688928645592
2294,Lewis,Idaho,3850.0,478.8,8.04093567251462,585.0,24994.0,259.0,702.0,1132.0,489.0,10.03098373353989,27.18822618125484,43.84198295894655,18.93880712625871,492.0,12.9,2496.0,161.0,6.1,58806.0,93.93479545708672
2295,Minidoka,Idaho,20817.0,757.59,27.477923415039797,717.0,24423.0,2776.0,4581.0,4215.0,1720.0,20.88474270237737,34.46433945230213,31.71080349082155,12.94011435449895,2940.0,14.0,19861.0,1038.0,5.0,57839.0,92.39014104755364
2296,Oneida,Idaho,4429.0,1200.06,3.690648800893289,731.0,24294.0,291.0,1051.0,934.0,660.0,9.911444141689374,35.79700272479564,31.81198910081744,22.47956403269755,431.0,9.7,5221.0,335.0,6.0,53910.0,86.11408398958517
2297,Power,Idaho,7635.0,1404.24,5.437104768415655,647.0,24775.0,1006.0,1581.0,1633.0,676.0,20.54738562091503,32.29166666666667,33.35375816993464,13.80718954248366,942.0,12.4,4963.0,510.0,9.3,44336.0,70.82088717793077
2298,Adams,Illinois,65670.0,855.2,76.789055191768,692.0,31035.0,3475.0,16058.0,14639.0,11810.0,7.557305032403984,34.92236092383976,31.83637075377321,25.68396328998304,6735.0,10.7,1644.0,190.0,10.4,38315.0,53.78072231657847
2299,Bond,Illinois,16520.0,380.28,43.44167455559062,603.0,27274.0,1345.0,3916.0,4174.0,2534.0,11.23736318823628,32.71785445734815,34.87342300944105,21.17135934497452,1586.0,10.8,22421.0,2897.0,11.4,82318.0,115.54538691520573
2300,Bureau,Illinois,32878.0,869.03,37.832986203007955,693.0,29700.0,2230.0,8420.0,8217.0,4843.0,9.405314213412062,35.51244200759173,34.65626318009279,20.42598059890342,3191.0,10.0,1999.0,172.0,7.9,61648.0,86.53201016240192
2301,Cass,Illinois,12324.0,375.82,32.792294183385664,627.0,26747.0,1320.0,3660.0,2184.0,1599.0,15.06333447449503,41.76651831564533,24.9229715850736,18.24717562478603,1425.0,12.2,99733.0,7103.0,6.6,64387.0,90.37659840265007
2302,Christian,Illinois,32705.0,709.38,46.103639798133585,677.0,28959.0,2569.0,10141.0,7138.0,4413.0,10.58901117019084,41.79959605951939,29.42170561807015,18.18968715221961,3003.0,9.9,6699.0,586.0,8.0,59633.0,83.70366211417262
2303,Clinton,Illinois,37549.0,474.09,79.20226117403868,777.0,33231.0,2297.0,8620.0,9382.0,6093.0,8.703394968172173,32.66141254925735,35.54865110639588,23.0865413761746,2501.0,7.1,21314.0,1745.0,7.6,46900.0,65.83102901337675
2304,Crawford,Illinois,18833.0,443.63,42.45204336947456,650.0,27211.0,1886.0,3985.0,5527.0,2383.0,13.68550903417749,28.91662433785647,40.10594296495174,17.29192366301429,1876.0,11.0,5582.0,344.0,5.8,68683.0,96.40666451440843
2305,DuPage,Illinois,926005.0,327.5,2827.4961832061067,1365.0,47501.0,41827.0,116233.0,158756.0,325349.0,6.513435020594395,18.10017674585192,24.72199512586329,50.66439310769039,53259.0,5.9,8277.0,598.0,6.7,52668.0,73.92726302935026
2306,Effingham,Illinois,34151.0,478.78,71.32921174652242,654.0,32901.0,1631.0,7783.0,8827.0,5478.0,6.876343859353261,32.81335638096041,37.21489101564147,23.09540874404486,3128.0,9.3,8963.0,737.0,7.6,49030.0,68.82079642912286
2307,Franklin,Illinois,38688.0,408.89,94.61713419257013,645.0,24642.0,2809.0,8800.0,10515.0,4762.0,10.44781670758015,32.73078925835007,39.10957375585807,17.71182027821171,5795.0,15.5,13290.0,1266.0,8.7,48828.0,68.5372598009629
2308,Greene,Illinois,12988.0,543.02,23.918087731575266,607.0,27105.0,804.0,3838.0,2544.0,1422.0,9.340148698884756,44.5864312267658,29.55390334572491,16.51951672862454,1641.0,13.3,23211.0,2168.0,8.5,74935.0,105.18226352062658
2309,Hamilton,Illinois,8151.0,434.67,18.75215680861343,660.0,28046.0,676.0,1847.0,2119.0,1069.0,11.83680616354404,32.34109613027491,37.10383470495535,18.7182630012257,1040.0,13.0,7496.0,568.0,7.0,54076.0,75.90359754642562
2310,Henderson,Illinois,6737.0,378.87,17.781824900361602,638.0,31645.0,367.0,2085.0,1510.0,903.0,7.543679342240493,42.85714285714285,31.03802672147996,18.56115107913669,687.0,10.6,21809.0,1891.0,8.0,63859.0,89.63547295874682
2311,Jackson,Illinois,57517.0,584.08,98.47452403780304,682.0,26656.0,2710.0,7409.0,11198.0,11057.0,8.370914931735344,22.8856489775746,34.5894853895101,34.15395070117996,9154.0,17.2,4290.0,282.0,6.2,57969.0,81.36799404853811
2312,Marion,Illinois,37524.0,572.36,65.56013697672793,639.0,26853.0,2885.0,9155.0,9912.0,4243.0,11.0135522046192,34.94941782782973,37.83928230578354,16.19774766176752,5125.0,14.2,4680.0,380.0,7.5,54022.0,75.82780062602642
2313,Massac,Illinois,14041.0,237.22,59.18978163729871,719.0,24624.0,1297.0,3552.0,4034.0,1341.0,12.6858372456964,34.74178403755869,39.45618153364632,13.11619718309859,1978.0,14.8,5647.0,396.0,6.6,69749.0,97.90295186895554
2314,Monroe,Illinois,34444.0,385.01,89.46261136074388,846.0,43435.0,1155.0,6299.0,8042.0,9121.0,4.691879595401552,25.58800828695617,32.66848113092578,37.0516309867165,1400.0,4.1,10421.0,1009.0,8.8,59497.0,83.51276616650057
2315,Moultrie,Illinois,14557.0,335.94,43.332142644519855,695.0,30734.0,1322.0,3252.0,3307.0,1947.0,13.45136345136345,33.08913308913309,33.64875864875864,19.81074481074481,1265.0,9.1,22102.0,1991.0,8.3,71470.0,100.31862779501144
2316,Peoria,Illinois,181111.0,619.21,292.48720143408536,813.0,32371.0,9588.0,33607.0,39020.0,40342.0,7.823298546798632,27.42152631020668,31.83824669337533,32.91692844961936,24583.0,14.2,7298.0,770.0,9.5,55132.0,77.38584843423213
2317,Pike,Illinois,15571.0,831.38,18.729101012773942,554.0,26185.0,920.0,4290.0,3350.0,1825.0,8.858931150698123,41.30958112662494,32.25806451612903,17.5734232065479,1983.0,13.5,1506.0,132.0,8.1,49071.0,68.8783459427593
2318,Putnam,Illinois,5720.0,160.16,35.714285714285715,682.0,32902.0,275.0,1632.0,1384.0,821.0,6.687743190661479,39.68871595330739,33.65758754863813,19.965953307393,413.0,7.3,12740.0,988.0,7.2,56867.0,79.82117541372486
2319,Saline,Illinois,23735.0,379.82,62.49012690221684,664.0,27421.0,2087.0,5006.0,6787.0,3291.0,12.15421349950498,29.15380583542019,39.52594490711083,19.16603575796401,3414.0,15.3,88467.0,8086.0,8.4,60541.0,84.97817329421838
2320,Scott,Illinois,4982.0,250.91,19.855725160416085,538.0,29120.0,210.0,1556.0,963.0,773.0,5.996573386636208,44.43175328383781,27.49857224443175,22.07310108509423,525.0,10.8,9539.0,671.0,6.6,64508.0,90.54643965021124
2321,Stephenson,Illinois,44683.0,564.52,79.15220009919932,671.0,28893.0,2576.0,10676.0,11776.0,6793.0,8.095282989220955,33.55017127054461,37.00700795072436,21.34753778951007,4794.0,11.2,56747.0,5104.0,8.3,69874.0,98.07840770321296
2322,Vermilion,Illinois,76704.0,898.37,85.38130169084008,683.0,25484.0,4997.0,21002.0,16808.0,8350.0,9.76796919287683,41.05401020388217,32.85571866997674,16.32230193326427,13397.0,18.6,5193.0,480.0,8.5,56190.0,78.87090661538677
2323,Washington,Illinois,13967.0,562.57,24.82713262349574,723.0,32687.0,785.0,3307.0,3636.0,2253.0,7.864943392445646,33.13295260995892,36.42921550946799,22.57288848812744,1030.0,7.6,6190.0,570.0,8.4,49649.0,69.68965372036551
2324,White,Illinois,13712.0,494.77,27.71388726074742,560.0,27449.0,1030.0,3407.0,3932.0,1619.0,10.31237484981978,34.11093311974369,39.36724068882659,16.20945134160993,1993.0,15.4,25367.0,2251.0,8.2,64413.0,90.41309321617562
